party,score,orientation,counts,random_state
European Democracy,0.2610837438423645,Other,203,65
Casapound,0.4044943820224719,Right-wing,178,65
Houses of Freedom,0.2289719626168224,Right-wing,214,65
Forward Italy,0.3684210526315789,Right-wing,38,65
PdL,0.2158273381294964,Right-wing,278,65
Italy of Values,0.310204081632653,Other,245,65
Democratic Center,0.0454545454545454,Other,22,66
Brothers of Italy,0.125,Right-wing,112,66
Labour and Freedom List,0.4818181818181818,Right-wing,220,66
M5S,0.6759776536312849,Other,179,66
LeU,0.2580645161290322,Left-wing,124,66
The Union,0.0,Left-wing,9,66
PD,0.2097560975609756,Left-wing,205,66
Civil Revolution,0.7901234567901234,Left-wing,81,66
SEL,0.3888888888888889,Left-wing,54,66
Autonomy Liberty Participation Ecology,0.1538461538461538,Other,208,66
PaP,0.6412213740458015,Left-wing,131,66
UDC,0.1728110599078341,Other,868,66
Northern League,0.745253164556962,Right-wing,632,66
SVP,0.0,Left-wing,13,66
The Olive Tree,0.3571428571428571,Left-wing,14,66
Civic Choice,0.8,Left-wing,5,66
Communist Refoundation Party,0.4933333333333333,Left-wing,75,66
European Democracy,0.320754716981132,Other,53,66
Casapound,0.5575539568345323,Right-wing,278,66
Houses of Freedom,0.4524793388429752,Right-wing,484,66
Forward Italy,0.3242811501597444,Right-wing,626,66
PdL,0.4088176352705411,Right-wing,499,66
Italy of Values,0.5987460815047022,Other,319,66
Democratic Center,0.6666666666666666,Other,6,67
Brothers of Italy,0.6666666666666666,Right-wing,15,67
Labour and Freedom List,0.2842105263157894,Right-wing,190,67
M5S,0.7614035087719299,Other,285,67
The Union,0.5,Left-wing,14,67
LeU,0.180722891566265,Left-wing,83,67
PD,0.1222366710013004,Left-wing,769,67
Civil Revolution,0.2213740458015267,Left-wing,131,67
SEL,0.7857142857142857,Left-wing,14,67
Autonomy Liberty Participation Ecology,0.5811965811965812,Other,117,67
PaP,0.6,Left-wing,5,67
UDC,0.239766081871345,Other,171,67
Northern League,0.5952380952380952,Right-wing,294,67
SVP,0.28125,Left-wing,32,67
The Olive Tree,0.0,Left-wing,239,67
Civic Choice,0.1439393939393939,Left-wing,132,67
Communist Refoundation Party,0.2307692307692307,Left-wing,13,67
European Democracy,0.1976744186046511,Other,86,67
Casapound,0.1864406779661017,Right-wing,767,67
Houses of Freedom,0.208955223880597,Right-wing,402,67
Forward Italy,0.5,Right-wing,82,67
PdL,0.1665649786455155,Right-wing,1639,67
Italy of Values,0.2812960235640648,Other,679,67
Democratic Center,0.1126760563380281,Other,71,68
Brothers of Italy,0.1578947368421052,Right-wing,95,68
Labour and Freedom List,0.75,Right-wing,8,68
The Union,0.115321252059308,Left-wing,607,68
LeU,0.2708333333333333,Left-wing,192,68
M5S,0.6198830409356725,Other,171,68
Civil Revolution,0.0881670533642691,Left-wing,431,68
PD,0.120253164556962,Left-wing,474,68
SEL,0.5,Left-wing,4,68
Autonomy Liberty Participation Ecology,0.3703703703703703,Other,27,68
PaP,0.3370786516853932,Left-wing,89,68
UDC,0.1428571428571428,Other,140,68
SVP,0.2541436464088398,Left-wing,181,68
Northern League,0.6470588235294118,Right-wing,136,68
The Olive Tree,0.25,Left-wing,8,68
Civic Choice,0.3533333333333333,Left-wing,150,68
Communist Refoundation Party,0.1555555555555555,Left-wing,90,68
European Democracy,0.1538461538461538,Other,13,68
Casapound,0.2217484008528784,Right-wing,469,68
Houses of Freedom,0.3246217331499312,Right-wing,727,68
Forward Italy,0.6666666666666666,Right-wing,15,68
PdL,0.1575274177467597,Right-wing,1003,68
Italy of Values,0.2285714285714285,Other,385,68
Democratic Center,0.0995260663507109,Other,211,69
Brothers of Italy,0.678921568627451,Right-wing,408,69
Labour and Freedom List,0.4794520547945205,Right-wing,73,69
LeU,0.3846153846153846,Left-wing,130,69
M5S,0.3557046979865771,Other,149,69
The Union,0.3898305084745763,Left-wing,59,69
Civil Revolution,0.2233502538071066,Left-wing,197,69
PD,0.3349056603773584,Left-wing,212,69
SEL,0.4977168949771689,Left-wing,219,69
Autonomy Liberty Participation Ecology,0.6666666666666666,Other,3,69
PaP,0.6666666666666666,Left-wing,6,69
UDC,0.1161290322580645,Other,155,69
Northern League,0.7290322580645161,Right-wing,155,69
SVP,0.5714285714285714,Left-wing,84,69
The Olive Tree,0.4074074074074074,Left-wing,54,69
Civic Choice,0.5833333333333334,Left-wing,72,69
Communist Refoundation Party,0.0762711864406779,Left-wing,118,69
European Democracy,0.1363636363636363,Other,22,69
Casapound,0.7073052733430092,Right-wing,2067,69
Houses of Freedom,0.2281205164992826,Right-wing,697,69
Forward Italy,0.4856115107913669,Right-wing,278,69
PdL,0.9205069124423964,Right-wing,868,69
Italy of Values,0.3866906474820143,Other,556,69
Democratic Center,0.0792079207920792,Other,202,70
Brothers of Italy,0.6395939086294417,Right-wing,394,70
Labour and Freedom List,0.0043103448275862,Right-wing,232,70
M5S,0.3880597014925373,Other,67,70
The Union,0.1555555555555555,Left-wing,135,70
LeU,0.1139240506329113,Left-wing,79,70
PD,0.1597222222222222,Left-wing,144,70
Civil Revolution,0.2142857142857142,Left-wing,84,70
SEL,0.390728476821192,Left-wing,151,70
Autonomy Liberty Participation Ecology,0.1428571428571428,Other,84,70
PaP,0.0,Left-wing,1,70
UDC,0.181159420289855,Other,138,70
Northern League,0.4044943820224719,Right-wing,267,70
SVP,0.1604938271604938,Left-wing,81,70
The Olive Tree,0.1346153846153846,Left-wing,208,70
Civic Choice,0.1666666666666666,Left-wing,6,70
Communist Refoundation Party,0.25,Left-wing,8,70
European Democracy,0.3333333333333333,Other,6,70
Casapound,0.1724137931034483,Right-wing,232,70
Houses of Freedom,0.1975028376844494,Right-wing,881,70
Forward Italy,0.4224250325945241,Right-wing,767,70
PdL,0.7305723592368544,Right-wing,2149,70
Italy of Values,0.2952548330404217,Other,569,70
Democratic Center,0.2988505747126437,Other,174,71
Brothers of Italy,0.8623853211009175,Right-wing,218,71
Labour and Freedom List,0.0,Right-wing,4,71
M5S,0.5147347740667977,Other,509,71
The Union,0.1149425287356321,Left-wing,87,71
LeU,0.1935483870967742,Left-wing,155,71
PD,0.2412060301507537,Left-wing,199,71
Civil Revolution,0.073170731707317,Left-wing,82,71
SEL,0.1566265060240964,Left-wing,83,71
Autonomy Liberty Participation Ecology,0.1176470588235294,Other,68,71
PaP,0.2446043165467626,Left-wing,139,71
SVP,0.1029411764705882,Left-wing,68,71
Northern League,0.2816901408450704,Right-wing,142,71
UDC,0.2727272727272727,Other,44,71
The Olive Tree,0.1311475409836065,Left-wing,122,71
Civic Choice,0.0972222222222222,Left-wing,144,71
Communist Refoundation Party,0.2036199095022624,Left-wing,221,71
European Democracy,0.0,Other,4,71
Casapound,0.288235294117647,Right-wing,170,71
Houses of Freedom,0.2962962962962963,Right-wing,216,71
Forward Italy,0.1666666666666666,Right-wing,24,71
PdL,0.5855984740104911,Right-wing,2097,71
Italy of Values,0.2131474103585657,Other,1506,71
Democratic Center,0.5,Other,2,72
Brothers of Italy,0.8461538461538461,Right-wing,26,72
Labour and Freedom List,0.5,Right-wing,8,72
The Union,0.3040935672514619,Left-wing,171,72
LeU,0.1162790697674418,Left-wing,43,72
M5S,0.4394904458598726,Other,157,72
PD,0.2244897959183673,Left-wing,147,72
Civil Revolution,0.1818181818181818,Left-wing,22,72
SEL,0.1334405144694533,Left-wing,622,72
Autonomy Liberty Participation Ecology,0.2738095238095238,Other,84,72
PaP,0.4615384615384615,Left-wing,65,72
UDC,0.213768115942029,Other,552,72
Northern League,0.7142857142857143,Right-wing,140,72
SVP,0.4,Left-wing,15,72
The Olive Tree,0.1794871794871795,Left-wing,156,72
Civic Choice,0.373015873015873,Left-wing,126,72
Communist Refoundation Party,0.1944444444444444,Left-wing,72,72
European Democracy,0.5555555555555556,Other,9,72
Casapound,0.5853658536585366,Right-wing,82,72
Houses of Freedom,0.1345065996228787,Right-wing,1591,72
Forward Italy,0.4516129032258064,Right-wing,682,72
PdL,0.3823529411764705,Right-wing,714,72
Italy of Values,0.4990892531876138,Other,1098,72
Democratic Center,0.291044776119403,Other,134,73
Brothers of Italy,0.4444444444444444,Right-wing,63,73
Labour and Freedom List,0.6666666666666666,Right-wing,6,73
M5S,0.5488372093023256,Other,215,73
The Union,0.2849462365591398,Left-wing,186,73
LeU,0.7142857142857143,Left-wing,7,73
PD,0.1463414634146341,Left-wing,451,73
Civil Revolution,0.1497584541062802,Left-wing,414,73
SEL,0.2083333333333333,Left-wing,24,73
Autonomy Liberty Participation Ecology,0.1917808219178082,Other,73,73
PaP,0.689922480620155,Left-wing,129,73
UDC,0.2479784366576819,Other,371,73
Northern League,0.192,Right-wing,125,73
SVP,0.1176470588235294,Left-wing,85,73
The Olive Tree,0.3571428571428571,Left-wing,14,73
Civic Choice,0.116504854368932,Left-wing,103,73
Communist Refoundation Party,0.2714285714285714,Left-wing,210,73
European Democracy,0.5,Other,4,73
Casapound,0.4545454545454545,Right-wing,44,73
Houses of Freedom,0.2584215591915303,Right-wing,2078,73
Forward Italy,0.5831202046035806,Right-wing,391,73
PdL,0.405982905982906,Right-wing,234,73
Italy of Values,0.3363874345549738,Other,764,73
Democratic Center,0.2265625,Other,128,74
Brothers of Italy,0.2222222222222222,Right-wing,9,74
Labour and Freedom List,0.3644067796610169,Right-wing,118,74
The Union,0.5,Left-wing,76,74
LeU,0.1481481481481481,Left-wing,108,74
M5S,0.6923076923076923,Other,182,74
Civil Revolution,0.2178217821782178,Left-wing,202,74
PD,0.2393887945670628,Left-wing,589,74
SEL,0.3333333333333333,Left-wing,3,74
Autonomy Liberty Participation Ecology,0.5526315789473685,Other,76,74
PaP,0.1666666666666666,Left-wing,6,74
UDC,0.3255813953488372,Other,86,74
Northern League,0.6341463414634146,Right-wing,205,74
SVP,0.4117647058823529,Left-wing,68,74
The Olive Tree,0.0566037735849056,Left-wing,212,74
Civic Choice,0.24,Left-wing,25,74
Communist Refoundation Party,0.5,Left-wing,14,74
European Democracy,0.1075441412520064,Other,623,74
Casapound,0.5454545454545454,Right-wing,11,74
Houses of Freedom,0.1639118457300275,Right-wing,726,74
Forward Italy,0.5589225589225589,Right-wing,297,74
PdL,0.3538268506900878,Right-wing,797,74
Italy of Values,0.7625676720804331,Other,1293,74
Democratic Center,0.2913385826771653,Other,127,75
Brothers of Italy,0.8260869565217391,Right-wing,46,75
Labour and Freedom List,0.75,Right-wing,68,75
LeU,0.2424242424242424,Left-wing,627,75
M5S,0.7203791469194313,Other,211,75
The Union,0.1,Left-wing,10,75
PD,0.4274193548387097,Left-wing,248,75
Civil Revolution,0.8181818181818182,Left-wing,11,75
SEL,0.5,Left-wing,6,75
Autonomy Liberty Participation Ecology,0.46875,Other,64,75
PaP,0.5265700483091788,Left-wing,207,75
UDC,0.2680722891566265,Other,332,75
SVP,0.6458333333333334,Left-wing,96,75
Northern League,0.7931034482758621,Right-wing,174,75
The Olive Tree,0.6172839506172839,Left-wing,81,75
Civic Choice,0.2790697674418604,Left-wing,129,75
Communist Refoundation Party,0.4883720930232558,Left-wing,129,75
European Democracy,0.2971887550200803,Other,249,75
Casapound,0.5402298850574713,Right-wing,87,75
Houses of Freedom,0.4750902527075812,Right-wing,1385,75
Forward Italy,0.2045454545454545,Right-wing,44,75
PdL,0.5694087403598972,Right-wing,778,75
Italy of Values,0.2912087912087912,Other,546,75
Democratic Center,0.3576158940397351,Other,151,76
Brothers of Italy,0.5238095238095238,Right-wing,21,76
Labour and Freedom List,0.4487179487179487,Right-wing,78,76
M5S,0.723404255319149,Other,94,76
LeU,0.2727272727272727,Left-wing,11,76
The Union,0.3098591549295774,Left-wing,142,76
PD,0.2832699619771863,Left-wing,526,76
Civil Revolution,0.2040816326530612,Left-wing,196,76
SEL,0.0840336134453781,Left-wing,119,76
Autonomy Liberty Participation Ecology,0.2547169811320754,Other,212,76
PaP,0.7439024390243902,Left-wing,82,76
UDC,0.2944038929440389,Other,411,76
Northern League,0.725,Right-wing,120,76
SVP,0.4461538461538462,Left-wing,65,76
The Olive Tree,0.3307692307692307,Left-wing,130,76
Civic Choice,0.1678832116788321,Left-wing,137,76
Communist Refoundation Party,0.1266025641025641,Left-wing,624,76
European Democracy,0.1949152542372881,Other,118,76
Casapound,0.4827586206896552,Right-wing,232,76
Houses of Freedom,0.3129770992366412,Right-wing,131,76
Forward Italy,0.388235294117647,Right-wing,170,76
PdL,0.238341968911917,Right-wing,193,76
Italy of Values,0.1822033898305084,Other,708,76
Democratic Center,0.1666666666666666,Other,12,77
Brothers of Italy,0.6739130434782609,Right-wing,138,77
Labour and Freedom List,0.13,Right-wing,100,77
M5S,0.5265151515151515,Other,264,77
The Union,0.4142857142857143,Left-wing,70,77
LeU,0.1568627450980392,Left-wing,51,77
PD,0.2002457002457002,Left-wing,814,77
Civil Revolution,0.3768115942028985,Left-wing,138,77
SEL,0.6153846153846154,Left-wing,13,77
Autonomy Liberty Participation Ecology,0.296875,Other,64,77
PaP,0.5238095238095238,Left-wing,63,77
UDC,0.2018691588785046,Other,535,77
Northern League,0.5506329113924051,Right-wing,158,77
SVP,0.2727272727272727,Left-wing,88,77
The Olive Tree,0.2,Left-wing,5,77
Civic Choice,0.3434343434343434,Left-wing,99,77
Communist Refoundation Party,0.5,Left-wing,4,77
European Democracy,0.2613636363636363,Other,88,77
Casapound,0.0364077669902912,Right-wing,824,77
Houses of Freedom,0.2228047182175622,Right-wing,763,77
Forward Italy,0.548926014319809,Right-wing,419,77
PdL,0.5558194774346793,Right-wing,421,77
Italy of Values,0.217391304347826,Other,782,77
Democratic Center,0.8714285714285714,Other,70,78
Brothers of Italy,0.765625,Right-wing,64,78
Labour and Freedom List,0.5208333333333334,Right-wing,48,78
M5S,0.8251748251748252,Other,143,78
LeU,0.3333333333333333,Left-wing,3,78
The Union,0.4,Left-wing,25,78
PD,0.3758620689655172,Left-wing,870,78
Civil Revolution,0.5205479452054794,Left-wing,73,78
SEL,0.2552083333333333,Left-wing,192,78
Autonomy Liberty Participation Ecology,0.1428571428571428,Other,7,78
PaP,0.5,Left-wing,118,78
UDC,0.2777777777777778,Other,396,78
Northern League,0.6655791190864601,Right-wing,613,78
SVP,0.6666666666666666,Left-wing,9,78
The Olive Tree,0.6,Left-wing,25,78
Civic Choice,0.65,Left-wing,120,78
Communist Refoundation Party,0.7625,Left-wing,80,78
European Democracy,0.9444444444444444,Other,18,78
Casapound,0.5565031982942431,Right-wing,469,78
Houses of Freedom,0.648508430609598,Right-wing,771,78
Forward Italy,0.5063897763578274,Right-wing,626,78
PdL,0.3877551020408163,Right-wing,49,78
Italy of Values,0.5337001375515819,Other,727,78
Democratic Center,0.2265625,Other,256,79
Brothers of Italy,0.8941548183254344,Right-wing,633,79
Labour and Freedom List,0.3932584269662921,Right-wing,178,79
M5S,0.4919354838709677,Other,248,79
The Union,0.4230769230769231,Left-wing,130,79
LeU,0.3333333333333333,Left-wing,54,79
PD,0.5362318840579711,Left-wing,138,79
Civil Revolution,0.1428571428571428,Left-wing,7,79
SEL,0.3214285714285714,Left-wing,28,79
Autonomy Liberty Participation Ecology,0.0,Other,6,79
PaP,0.696969696969697,Left-wing,66,79
SVP,0.2464788732394366,Left-wing,142,79
Northern League,0.5035460992907801,Right-wing,141,79
UDC,0.6666666666666666,Other,30,79
The Olive Tree,0.1825396825396825,Left-wing,126,79
Civic Choice,0.5975609756097561,Left-wing,82,79
Communist Refoundation Party,0.4383561643835616,Left-wing,146,79
European Democracy,0.1376146788990825,Other,218,79
Casapound,0.2333333333333333,Right-wing,30,79
Houses of Freedom,0.6939338235294118,Right-wing,1088,79
Forward Italy,0.3651551312649164,Right-wing,419,79
PdL,0.7665745856353591,Right-wing,1448,79
Italy of Values,0.6484210526315789,Other,475,79
Democratic Center,0.1791666666666666,Other,240,80
Brothers of Italy,0.2535211267605634,Right-wing,71,80
Labour and Freedom List,0.1571428571428571,Right-wing,70,80
The Union,0.1717171717171717,Left-wing,198,80
M5S,0.8171206225680934,Other,257,80
LeU,0.0526315789473684,Left-wing,19,80
PD,0.1452991452991453,Left-wing,117,80
Civil Revolution,0.3333333333333333,Left-wing,6,80
SEL,0.0769230769230769,Left-wing,52,80
Autonomy Liberty Participation Ecology,1.0,Other,1,80
PaP,0.4122807017543859,Left-wing,114,80
SVP,0.0554216867469879,Left-wing,415,80
UDC,0.1257668711656441,Other,326,80
Northern League,0.5445544554455446,Right-wing,101,80
The Olive Tree,0.108695652173913,Left-wing,138,80
Civic Choice,0.1644736842105263,Left-wing,152,80
Communist Refoundation Party,0.1590909090909091,Left-wing,176,80
European Democracy,0.1481481481481481,Other,54,80
Casapound,0.2198275862068965,Right-wing,232,80
Houses of Freedom,0.1447368421052631,Right-wing,532,80
Forward Italy,0.0798258345428156,Right-wing,2067,80
PdL,0.2008797653958944,Right-wing,682,80
Italy of Values,0.0453257790368272,Other,353,80
Democratic Center,0.152,Other,125,81
Brothers of Italy,0.1791044776119403,Right-wing,67,81
Labour and Freedom List,0.1111111111111111,Right-wing,216,81
LeU,0.0804020100502512,Left-wing,398,81
M5S,0.3629032258064516,Other,124,81
The Union,0.6923076923076923,Left-wing,13,81
PD,0.0663942798774259,Left-wing,979,81
Civil Revolution,0.1428571428571428,Left-wing,63,81
SEL,0.3064516129032258,Left-wing,124,81
Autonomy Liberty Participation Ecology,0.1897810218978102,Other,137,81
PaP,0.3333333333333333,Left-wing,87,81
UDC,0.148014440433213,Other,277,81
Northern League,0.6390532544378699,Right-wing,169,81
SVP,0.2580645161290322,Left-wing,31,81
The Olive Tree,0.1016949152542373,Left-wing,59,81
Civic Choice,0.2138364779874214,Left-wing,159,81
Communist Refoundation Party,0.0,Left-wing,12,81
European Democracy,0.0338983050847457,Other,59,81
Casapound,0.631578947368421,Right-wing,38,81
Houses of Freedom,0.4666666666666667,Right-wing,45,81
Forward Italy,0.4328147100424328,Right-wing,707,81
PdL,0.2877461706783369,Right-wing,914,81
Italy of Values,0.1375661375661375,Other,189,81
Democratic Center,0.3076923076923077,Other,182,82
Brothers of Italy,0.8979591836734694,Right-wing,196,82
Labour and Freedom List,0.5555555555555556,Right-wing,18,82
LeU,0.1043046357615894,Left-wing,604,82
M5S,0.3106796116504854,Other,206,82
The Union,1.0,Left-wing,2,82
PD,0.1924686192468619,Left-wing,239,82
Civil Revolution,0.2842105263157894,Left-wing,95,82
SEL,0.3636363636363636,Left-wing,11,82
Autonomy Liberty Participation Ecology,0.1333333333333333,Other,45,82
PaP,0.7142857142857143,Left-wing,14,82
UDC,0.4113475177304964,Other,141,82
SVP,0.1259259259259259,Left-wing,405,82
Northern League,0.5734265734265734,Right-wing,286,82
The Olive Tree,0.2222222222222222,Left-wing,18,82
Civic Choice,0.484304932735426,Left-wing,223,82
Communist Refoundation Party,0.05,Left-wing,20,82
European Democracy,0.495575221238938,Other,113,82
Casapound,0.3255813953488372,Right-wing,215,82
Houses of Freedom,0.2363387978142076,Right-wing,732,82
Forward Italy,0.1903520208604954,Right-wing,767,82
PdL,0.1892857142857142,Right-wing,280,82
Italy of Values,0.0119760479041916,Other,835,82
Democratic Center,0.3034482758620689,Other,145,83
Brothers of Italy,0.5675675675675675,Right-wing,111,83
Labour and Freedom List,0.2695035460992908,Right-wing,141,83
LeU,0.180722891566265,Left-wing,83,83
M5S,0.382716049382716,Other,81,83
The Union,0.1428571428571428,Left-wing,28,83
PD,0.3225806451612903,Left-wing,310,83
Civil Revolution,0.2872340425531915,Left-wing,94,83
SEL,0.4583333333333333,Left-wing,120,83
Autonomy Liberty Participation Ecology,0.288135593220339,Other,177,83
PaP,0.4509803921568627,Left-wing,408,83
UDC,0.2631578947368421,Other,19,83
SVP,0.1917098445595854,Left-wing,193,83
Northern League,0.5842105263157895,Right-wing,190,83
The Olive Tree,0.1912908242612752,Left-wing,643,83
Civic Choice,0.2690763052208835,Left-wing,249,83
Communist Refoundation Party,0.15,Left-wing,40,83
European Democracy,0.4,Other,20,83
Casapound,0.3636363636363636,Right-wing,682,83
Houses of Freedom,0.0357142857142857,Right-wing,868,83
Forward Italy,0.3235294117647059,Right-wing,170,83
PdL,0.3208191126279863,Right-wing,293,83
Italy of Values,0.4285714285714285,Other,35,83
Democratic Center,0.0571428571428571,Other,35,84
Brothers of Italy,0.8049180327868852,Right-wing,610,84
Labour and Freedom List,0.1157024793388429,Right-wing,121,84
LeU,0.2803030303030303,Left-wing,132,84
The Union,0.1234567901234567,Left-wing,81,84
M5S,0.2235294117647059,Other,85,84
PD,0.1753554502369668,Left-wing,211,84
Civil Revolution,0.1074766355140186,Left-wing,214,84
SEL,0.0497737556561085,Left-wing,221,84
Autonomy Liberty Participation Ecology,0.1111111111111111,Other,9,84
PaP,0.4705882352941176,Left-wing,136,84
UDC,0.0145454545454545,Other,275,84
SVP,0.0909090909090909,Left-wing,132,84
Northern League,0.603448275862069,Right-wing,58,84
The Olive Tree,0.127906976744186,Left-wing,86,84
Civic Choice,0.2,Left-wing,5,84
Communist Refoundation Party,0.1176470588235294,Left-wing,85,84
European Democracy,0.2751091703056768,Other,229,84
Casapound,0.1175059952038369,Right-wing,417,84
Houses of Freedom,0.2311688311688311,Right-wing,385,84
Forward Italy,0.0404040404040404,Right-wing,297,84
PdL,0.3719174635128334,Right-wing,1987,84
Italy of Values,0.4,Other,55,84
Democratic Center,0.1176470588235294,Other,51,85
Brothers of Italy,0.3484848484848485,Right-wing,66,85
Labour and Freedom List,0.2542372881355932,Right-wing,118,85
M5S,0.5220588235294118,Other,272,85
LeU,0.168141592920354,Left-wing,113,85
The Union,0.1111111111111111,Left-wing,72,85
Civil Revolution,0.152317880794702,Left-wing,151,85
PD,0.0865384615384615,Left-wing,208,85
SEL,0.0975609756097561,Left-wing,82,85
Autonomy Liberty Participation Ecology,0.0665610142630744,Other,631,85
PaP,0.9269406392694064,Left-wing,219,85
UDC,0.1415094339622641,Other,106,85
Northern League,0.7298245614035088,Right-wing,285,85
SVP,0.6666666666666666,Left-wing,9,85
The Olive Tree,0.0689655172413793,Left-wing,29,85
Civic Choice,1.0,Left-wing,1,85
Communist Refoundation Party,0.4,Left-wing,10,85
European Democracy,0.4,Other,35,85
Casapound,0.2460063897763578,Right-wing,626,85
Houses of Freedom,0.1085714285714285,Right-wing,525,85
Forward Italy,0.1277258566978193,Right-wing,321,85
PdL,0.231433506044905,Right-wing,1158,85
Italy of Values,0.1701215153681201,Other,1399,85
Democratic Center,0.1805555555555555,Other,144,86
Brothers of Italy,1.0,Right-wing,15,86
Labour and Freedom List,0.3186813186813186,Right-wing,91,86
LeU,0.3285714285714285,Left-wing,140,86
M5S,0.7083333333333334,Other,168,86
The Union,0.2916666666666667,Left-wing,24,86
Civil Revolution,0.1518987341772152,Left-wing,79,86
PD,0.0206489675516224,Left-wing,339,86
SEL,0.6,Left-wing,5,86
Autonomy Liberty Participation Ecology,0.189873417721519,Other,79,86
PaP,0.25,Left-wing,4,86
UDC,0.782608695652174,Other,23,86
Northern League,0.3423423423423423,Right-wing,111,86
SVP,0.3333333333333333,Left-wing,9,86
The Olive Tree,0.1610169491525423,Left-wing,118,86
Civic Choice,0.5826086956521739,Left-wing,115,86
Communist Refoundation Party,0.3762886597938144,Left-wing,194,86
European Democracy,0.1675257731958762,Other,388,86
Casapound,0.727015558698727,Right-wing,707,86
Houses of Freedom,0.1784646061814556,Right-wing,1003,86
Forward Italy,0.1102661596958174,Right-wing,263,86
PdL,0.2814009661835748,Right-wing,2484,86
Italy of Values,0.1974656810982048,Other,947,86
Democratic Center,0.234375,Other,64,87
Brothers of Italy,0.8529411764705882,Right-wing,102,87
Labour and Freedom List,0.2439024390243902,Right-wing,123,87
M5S,0.5339233038348082,Other,339,87
LeU,0.2737642585551331,Left-wing,263,87
The Union,0.1818181818181818,Left-wing,22,87
PD,0.5454545454545454,Left-wing,297,87
Civil Revolution,0.1872146118721461,Left-wing,219,87
SEL,0.3333333333333333,Left-wing,3,87
Autonomy Liberty Participation Ecology,0.4935064935064935,Other,77,87
PaP,0.651219512195122,Left-wing,410,87
SVP,0.2645051194539249,Left-wing,586,87
UDC,0.3896713615023474,Other,213,87
Northern League,0.4117647058823529,Right-wing,17,87
The Olive Tree,0.0,Left-wing,8,87
Civic Choice,0.3866666666666666,Left-wing,150,87
Communist Refoundation Party,0.256198347107438,Left-wing,121,87
European Democracy,0.5616438356164384,Other,73,87
Casapound,0.6529411764705882,Right-wing,170,87
Houses of Freedom,0.660958904109589,Right-wing,292,87
Forward Italy,0.6375488917861799,Right-wing,767,87
PdL,0.3340163934426229,Right-wing,488,87
Italy of Values,0.4305555555555556,Other,216,87
Democratic Center,0.10546875,Other,256,88
Brothers of Italy,0.9308755760368664,Right-wing,217,88
Labour and Freedom List,0.2857142857142857,Right-wing,63,88
LeU,0.0945945945945946,Left-wing,74,88
M5S,0.587360594795539,Other,269,88
The Union,0.3959731543624161,Left-wing,149,88
Civil Revolution,0.1326530612244898,Left-wing,392,88
PD,0.1488095238095238,Left-wing,168,88
SEL,0.511520737327189,Left-wing,217,88
Autonomy Liberty Participation Ecology,0.1509433962264151,Other,53,88
PaP,0.2846715328467153,Left-wing,137,88
UDC,0.0368852459016393,Other,244,88
Northern League,0.1698113207547169,Right-wing,106,88
SVP,0.04,Left-wing,75,88
The Olive Tree,0.3333333333333333,Left-wing,6,88
Civic Choice,0.3247863247863248,Left-wing,117,88
Communist Refoundation Party,0.1608391608391608,Left-wing,143,88
European Democracy,0.5,Other,6,88
Casapound,0.1141751330430575,Right-wing,2067,88
Houses of Freedom,0.25,Right-wing,80,88
Forward Italy,0.4367816091954023,Right-wing,87,88
PdL,0.3171114599686028,Right-wing,637,88
Italy of Values,0.3825857519788918,Other,379,88
Democratic Center,0.460431654676259,Other,139,89
Brothers of Italy,0.4285714285714285,Right-wing,98,89
Labour and Freedom List,0.3382352941176471,Right-wing,68,89
The Union,0.0041666666666666,Left-wing,240,89
LeU,0.2248803827751196,Left-wing,627,89
M5S,0.5862068965517241,Other,58,89
PD,0.3362445414847161,Left-wing,229,89
Civil Revolution,0.3932038834951456,Left-wing,206,89
SEL,0.4615384615384615,Left-wing,13,89
Autonomy Liberty Participation Ecology,0.359375,Other,128,89
PaP,0.4512195121951219,Left-wing,82,89
UDC,0.2950819672131147,Other,427,89
SVP,0.2916666666666667,Left-wing,48,89
Northern League,0.6666666666666666,Right-wing,36,89
The Olive Tree,0.4683544303797468,Left-wing,79,89
Civic Choice,0.4423076923076923,Left-wing,156,89
Communist Refoundation Party,0.2835820895522388,Left-wing,67,89
European Democracy,0.2397959183673469,Other,196,89
Casapound,0.4089456869009584,Right-wing,626,89
Houses of Freedom,0.5135566188197768,Right-wing,627,89
Forward Italy,0.6333333333333333,Right-wing,30,89
PdL,0.4776119402985074,Right-wing,67,89
Italy of Values,0.3952341824157765,Other,1217,89
Democratic Center,0.2241112828438949,Other,647,90
Brothers of Italy,0.775,Right-wing,80,90
Labour and Freedom List,0.0408163265306122,Right-wing,196,90
The Union,0.1700680272108843,Left-wing,147,90
M5S,0.5961538461538461,Other,52,90
LeU,0.5,Left-wing,2,90
PD,0.416403785488959,Left-wing,317,90
Civil Revolution,0.5,Left-wing,6,90
SEL,0.0,Left-wing,7,90
Autonomy Liberty Participation Ecology,0.456359102244389,Other,401,90
PaP,0.5703703703703704,Left-wing,135,90
UDC,0.3259259259259259,Other,135,90
Northern League,0.5845070422535211,Right-wing,426,90
SVP,0.6710526315789473,Left-wing,76,90
The Olive Tree,0.2727272727272727,Left-wing,22,90
Civic Choice,0.3902439024390244,Left-wing,41,90
Communist Refoundation Party,0.8888888888888888,Left-wing,18,90
European Democracy,0.3425196850393701,Other,254,90
Casapound,0.3333333333333333,Right-wing,87,90
Houses of Freedom,0.3681917211328976,Right-wing,918,90
