party,score,orientation,counts,random_state
Debout la France,0.4081632653061224,Right-wing,931,84
Republic Onwards!,0.2333333333333333,Other,150,85
Radical Party,0.2698412698412698,Right-wing,252,85
Indomitable France,0.6285714285714286,Left-wing,35,85
New Centre,0.3055555555555556,Other,144,85
Union of Democrats and Independents,0.3253012048192771,Right-wing,83,85
Union for a Popular Movement,0.4561403508771929,Right-wing,171,85
National Front,0.5348837209302325,Right-wing,559,85
Socialist Party,0.344927536231884,Left-wing,345,85
Left Front,0.2875,Left-wing,80,85
Centrist Alliance,0.3617021276595745,Other,235,85
Left Radical Party,0.3105726872246696,Left-wing,454,85
Democratic Mouvement,0.3534482758620689,Right-wing,348,85
French Communist Party,0.3082901554404145,Left-wing,386,85
Resistons,0.415041782729805,Left-wing,359,85
Nouveau Parti Anticapitaliste,0.2570356472795497,Left-wing,533,85
The Greens,0.3687150837988827,Left-wing,1611,85
Debout la France,0.2590673575129533,Right-wing,193,85
Republic Onwards!,0.0909090909090909,Other,55,86
Radical Party,0.1967213114754098,Right-wing,122,86
Indomitable France,0.5,Left-wing,30,86
New Centre,0.1555555555555555,Other,90,86
Union of Democrats and Independents,0.217391304347826,Right-wing,23,86
Union for a Popular Movement,0.1981651376146789,Right-wing,545,86
National Front,0.4376899696048632,Right-wing,658,86
Socialist Party,0.2059800664451827,Left-wing,602,86
Left Front,0.170886075949367,Left-wing,158,86
Centrist Alliance,0.2446351931330472,Other,233,86
Left Radical Party,0.2527472527472527,Left-wing,91,86
Democratic Mouvement,0.2966751918158568,Right-wing,391,86
French Communist Party,0.2033898305084746,Left-wing,236,86
Resistons,0.1489361702127659,Left-wing,282,86
Nouveau Parti Anticapitaliste,0.2417707150964812,Left-wing,881,86
The Greens,0.2487153134635149,Left-wing,973,86
Debout la France,0.2425531914893617,Right-wing,235,86
Republic Onwards!,0.3404255319148936,Other,94,87
Indomitable France,0.6435643564356436,Left-wing,101,87
Radical Party,0.2477064220183486,Right-wing,109,87
New Centre,0.1206896551724138,Other,348,87
Union of Democrats and Independents,0.2465753424657534,Right-wing,73,87
Union for a Popular Movement,0.2698072805139186,Right-wing,467,87
National Front,0.4627329192546583,Right-wing,322,87
Socialist Party,0.1906906906906907,Left-wing,666,87
Left Front,0.2977099236641221,Left-wing,131,87
Centrist Alliance,0.231578947368421,Other,95,87
Left Radical Party,0.1489361702127659,Left-wing,282,87
Democratic Mouvement,0.228099173553719,Right-wing,605,87
French Communist Party,0.2808510638297872,Left-wing,235,87
Resistons,0.27734375,Left-wing,256,87
Nouveau Parti Anticapitaliste,0.6382978723404256,Left-wing,282,87
The Greens,0.2144846796657381,Left-wing,359,87
Debout la France,0.2454361054766734,Right-wing,493,87
Republic Onwards!,0.25,Other,116,88
Indomitable France,0.4583333333333333,Left-wing,24,88
New Centre,0.1097560975609756,Other,82,88
Union of Democrats and Independents,0.1451612903225806,Right-wing,62,88
Union for a Popular Movement,0.228021978021978,Right-wing,364,88
Socialist Party,0.215962441314554,Left-wing,213,88
National Front,0.5127582017010935,Right-wing,823,88
Left Radical Party,0.1573033707865168,Left-wing,178,88
Left Front,0.3623188405797101,Left-wing,69,88
Radical Party,0.2560553633217993,Right-wing,289,88
Centrist Alliance,0.2,Other,80,88
Democratic Mouvement,0.173076923076923,Right-wing,520,88
French Communist Party,0.3398328690807799,Left-wing,359,88
Resistons,0.2360655737704918,Left-wing,305,88
Nouveau Parti Anticapitaliste,0.3135593220338983,Left-wing,236,88
The Greens,0.34,Left-wing,1750,88
Debout la France,0.3894927536231884,Right-wing,552,88
Republic Onwards!,0.1630434782608695,Other,92,89
Indomitable France,0.6140350877192983,Left-wing,57,89
Centrist Alliance,0.1125,Other,80,89
New Centre,0.16,Other,25,89
Union of Democrats and Independents,0.1505376344086021,Right-wing,93,89
Union for a Popular Movement,0.231638418079096,Right-wing,354,89
National Front,0.4444444444444444,Right-wing,603,89
Socialist Party,0.2346041055718475,Left-wing,341,89
Left Front,0.1875,Left-wing,112,89
Radical Party,0.2277777777777777,Right-wing,180,89
Left Radical Party,0.1486810551558753,Left-wing,417,89
Democratic Mouvement,0.1884057971014492,Right-wing,690,89
French Communist Party,0.2622950819672131,Left-wing,305,89
Resistons,0.2457786116322701,Left-wing,533,89
Nouveau Parti Anticapitaliste,0.2911694510739857,Left-wing,419,89
The Greens,0.2573891625615763,Left-wing,812,89
Debout la France,0.1891191709844559,Right-wing,386,89
Republic Onwards!,0.1831325301204819,Other,415,90
Indomitable France,0.2689075630252101,Left-wing,119,90
New Centre,0.2764227642276423,Other,123,90
Centrist Alliance,0.2181818181818181,Other,110,90
Union of Democrats and Independents,0.0923076923076923,Right-wing,65,90
Union for a Popular Movement,0.2140762463343108,Right-wing,341,90
National Front,0.4105960264900662,Right-wing,453,90
Socialist Party,0.2319201995012468,Left-wing,401,90
Left Front,0.23841059602649,Left-wing,151,90
Radical Party,0.1734104046242774,Right-wing,346,90
Left Radical Party,0.2238805970149253,Left-wing,335,90
Democratic Mouvement,0.1379310344827586,Right-wing,116,90
French Communist Party,0.2754098360655738,Left-wing,305,90
Resistons,0.2722063037249284,Left-wing,349,90
Nouveau Parti Anticapitaliste,0.47265625,Left-wing,256,90
The Greens,0.3253090435914118,Left-wing,1537,90
Debout la France,0.3093220338983051,Right-wing,236,90
Republic Onwards!,0.2487046632124352,Other,193,91
Radical Party,0.1368421052631579,Right-wing,95,91
Indomitable France,0.5792682926829268,Left-wing,328,91
New Centre,0.1122448979591836,Other,98,91
Union of Democrats and Independents,0.5833333333333334,Right-wing,12,91
Union for a Popular Movement,0.270042194092827,Right-wing,237,91
Socialist Party,0.2202852614896989,Left-wing,631,91
National Front,0.5415617128463476,Right-wing,397,91
Left Front,0.2431192660550458,Left-wing,436,91
Centrist Alliance,0.1666666666666666,Other,96,91
Left Radical Party,0.2594936708860759,Left-wing,158,91
Democratic Mouvement,0.1865079365079365,Right-wing,252,91
French Communist Party,0.2826086956521739,Left-wing,552,91
Resistons,0.251004016064257,Left-wing,498,91
Nouveau Parti Anticapitaliste,0.5709219858156028,Left-wing,282,91
The Greens,0.2649253731343283,Left-wing,1072,91
Debout la France,0.3460620525059666,Right-wing,419,91
Republic Onwards!,0.2228915662650602,Other,166,92
Indomitable France,0.528169014084507,Left-wing,284,92
New Centre,0.1707317073170731,Other,246,92
Centrist Alliance,0.1692307692307692,Other,65,92
Union of Democrats and Independents,0.2512820512820513,Right-wing,195,92
Union for a Popular Movement,0.3125,Right-wing,368,92
Socialist Party,0.2153846153846154,Left-wing,845,92
National Front,0.4138972809667673,Right-wing,331,92
Left Front,0.3516483516483517,Left-wing,91,92
Radical Party,0.5394736842105263,Right-wing,152,92
Left Radical Party,0.2210526315789473,Left-wing,190,92
Democratic Mouvement,0.3517786561264822,Right-wing,253,92
French Communist Party,0.1403508771929824,Left-wing,228,92
Resistons,0.484375,Left-wing,256,92
Nouveau Parti Anticapitaliste,0.3737704918032787,Left-wing,305,92
The Greens,0.3035935563816604,Left-wing,807,92
Debout la France,0.1813471502590673,Right-wing,386,92
Republic Onwards!,0.5,Other,10,93
Indomitable France,0.553921568627451,Left-wing,408,93
Centrist Alliance,0.5522388059701493,Other,67,93
New Centre,0.24,Other,25,93
Union of Democrats and Independents,0.2330827067669172,Right-wing,266,93
Union for a Popular Movement,0.2783018867924528,Right-wing,424,93
National Front,0.6087824351297405,Right-wing,501,93
Socialist Party,0.2175438596491228,Left-wing,285,93
Left Front,0.327485380116959,Left-wing,171,93
Radical Party,0.247191011235955,Right-wing,89,93
Left Radical Party,0.2669039145907473,Left-wing,281,93
Democratic Mouvement,0.2529761904761904,Right-wing,336,93
French Communist Party,0.1205673758865248,Left-wing,282,93
Resistons,0.2746113989637305,Left-wing,386,93
Nouveau Parti Anticapitaliste,0.576271186440678,Left-wing,236,93
The Greens,0.4646525679758308,Left-wing,1655,93
Debout la France,0.3413654618473896,Right-wing,498,93
Republic Onwards!,0.1372549019607843,Other,102,94
Indomitable France,0.2333333333333333,Left-wing,30,94
New Centre,0.1610738255033557,Other,149,94
Centrist Alliance,0.0919540229885057,Other,87,94
Union of Democrats and Independents,0.0769230769230769,Right-wing,13,94
Union for a Popular Movement,0.1008403361344537,Right-wing,595,94
Socialist Party,0.1176470588235294,Left-wing,272,94
National Front,0.3703703703703703,Right-wing,162,94
Left Front,0.1366906474820144,Left-wing,278,94
Radical Party,0.1594202898550724,Right-wing,138,94
Left Radical Party,0.1775,Left-wing,400,94
Democratic Mouvement,0.1264559068219634,Right-wing,601,94
French Communist Party,0.1467505241090146,Left-wing,477,94
Resistons,0.24609375,Left-wing,256,94
Nouveau Parti Anticapitaliste,0.1159420289855072,Left-wing,552,94
The Greens,0.1735294117647058,Left-wing,1360,94
Debout la France,0.1557223264540337,Right-wing,533,94
Republic Onwards!,0.1739130434782608,Other,23,95
Indomitable France,0.4372623574144487,Left-wing,263,95
New Centre,0.1826086956521739,Other,115,95
Centrist Alliance,0.0987654320987654,Other,81,95
Union of Democrats and Independents,0.1904761904761904,Right-wing,231,95
Union for a Popular Movement,0.1052631578947368,Right-wing,760,95
Socialist Party,0.1362862010221465,Left-wing,587,95
National Front,0.3178294573643411,Right-wing,258,95
Left Front,0.1782178217821782,Left-wing,101,95
Radical Party,0.1123595505617977,Right-wing,89,95
Left Radical Party,0.2195121951219512,Left-wing,82,95
Democratic Mouvement,0.1513353115727003,Right-wing,337,95
French Communist Party,0.2008032128514056,Left-wing,498,95
Resistons,0.1808,Left-wing,625,95
Nouveau Parti Anticapitaliste,0.3359375,Left-wing,256,95
The Greens,0.1166666666666666,Left-wing,1080,95
Debout la France,0.1321243523316062,Right-wing,386,95
Republic Onwards!,0.3083832335329341,Other,334,96
Indomitable France,0.5230769230769231,Left-wing,65,96
New Centre,0.150735294117647,Other,272,96
Centrist Alliance,0.2692307692307692,Other,26,96
Union of Democrats and Independents,0.4812030075187969,Right-wing,133,96
Union for a Popular Movement,0.2040816326530612,Right-wing,294,96
Socialist Party,0.1963746223564954,Left-wing,331,96
National Front,0.4592445328031809,Right-wing,503,96
Left Front,0.1265822784810126,Left-wing,79,96
Radical Party,0.3043478260869565,Right-wing,115,96
Left Radical Party,0.2404092071611253,Left-wing,391,96
Democratic Mouvement,0.2938053097345133,Right-wing,565,96
French Communist Party,0.2512,Left-wing,625,96
Resistons,0.2198581560283688,Left-wing,282,96
Nouveau Parti Anticapitaliste,0.3037974683544304,Left-wing,79,96
The Greens,0.2989473684210526,Left-wing,950,96
Debout la France,0.3147540983606557,Right-wing,305,96
Republic Onwards!,0.1233766233766233,Other,154,97
Indomitable France,0.2469135802469135,Left-wing,81,97
Radical Party,0.2484848484848484,Right-wing,165,97
New Centre,0.2252252252252252,Other,111,97
Union of Democrats and Independents,0.2,Right-wing,65,97
Union for a Popular Movement,0.2754820936639118,Right-wing,363,97
Socialist Party,0.1872146118721461,Left-wing,438,97
National Front,0.5359281437125748,Right-wing,668,97
Left Front,0.3173076923076923,Left-wing,104,97
Centrist Alliance,0.2941176470588235,Other,85,97
Left Radical Party,0.1530249110320284,Left-wing,281,97
Democratic Mouvement,0.1941747572815534,Right-wing,206,97
French Communist Party,0.4039855072463768,Left-wing,552,97
Resistons,0.2675438596491228,Left-wing,228,97
Nouveau Parti Anticapitaliste,0.1282051282051282,Left-wing,39,97
The Greens,0.2819063004846526,Left-wing,2476,97
Debout la France,0.4745762711864407,Right-wing,236,97
Republic Onwards!,0.187725631768953,Other,277,98
Indomitable France,0.6388888888888888,Left-wing,72,98
New Centre,0.1208053691275167,Other,149,98
Centrist Alliance,0.1481481481481481,Other,81,98
Union of Democrats and Independents,0.3444444444444444,Right-wing,90,98
Union for a Popular Movement,0.1388400702987697,Right-wing,569,98
Socialist Party,0.1839464882943143,Left-wing,299,98
National Front,0.359375,Right-wing,256,98
Left Front,0.1403508771929824,Left-wing,285,98
Radical Party,0.0857142857142857,Right-wing,245,98
Left Radical Party,0.2137404580152671,Left-wing,393,98
Democratic Mouvement,0.1229050279329608,Right-wing,179,98
French Communist Party,0.1552,Left-wing,625,98
Resistons,0.2025316455696202,Left-wing,79,98
Nouveau Parti Anticapitaliste,0.1420612813370473,Left-wing,359,98
The Greens,0.1869688385269121,Left-wing,1412,98
Debout la France,0.2620545073375262,Right-wing,477,98
Republic Onwards!,0.22692307692307692,Other,260,99
Indomitable France,0.5208333333333334,Left-wing,192,99
New Centre,0.2360248447204969,Other,161,99
Centrist Alliance,0.17857142857142858,Other,56,99
Union of Democrats and Independents,0.22916666666666666,Right-wing,144,99
Union for a Popular Movement,0.1915204678362573,Right-wing,684,99
Socialist Party,0.25984251968503935,Left-wing,254,99
National Front,0.5099818511796733,Right-wing,551,99
Left Front,0.17763157894736842,Left-wing,152,99
Radical Party,0.2764227642276423,Right-wing,123,99
Left Radical Party,0.1717171717171717,Left-wing,99,99
Democratic Mouvement,0.1346938775510204,Right-wing,245,99
French Communist Party,0.17357512953367876,Left-wing,386,99
Resistons,0.2607879924953096,Left-wing,533,99
Nouveau Parti Anticapitaliste,0.1950354609929078,Left-wing,282,99
The Greens,0.2816799420709631,Left-wing,1381,99
Debout la France,0.1950354609929078,Right-wing,282,99
