party,year,score,orientation,counts,random_state
Alliance‘90-Greens,2017,0.2445652173913043,Left-wing,368,71
Alliance‘90-Greens,2009,0.2010309278350515,Left-wing,388,71
Party of Democratic Socialism,2005,0.2222222222222222,Left-wing,117,71
Christian Democratic Union-Christian Social Union,2009,0.1862068965517241,Right-wing,145,71
Social Democratic Party of Germany,2005,0.144927536231884,Left-wing,138,71
Alliance‘90-Greens,2002,0.1847826086956521,Left-wing,92,71
Free Democratic Party,2002,0.217983651226158,Right-wing,367,71
Party of Democratic Socialism,2002,0.1428571428571428,Left-wing,7,71
Pirates,2013,0.1529255319148936,Other,752,71
Christian Democratic Union-Christian Social Union,2017,0.4421487603305785,Right-wing,242,72
Free Democratic Party,2002,0.2035398230088495,Right-wing,452,72
Alternative for Germany,2017,0.3948220064724919,Right-wing,309,72
Alternative for Germany,2013,0.437125748502994,Right-wing,167,72
Social Democratic Party of Germany,2002,0.4351535836177474,Left-wing,586,72
Alliance‘90-Greens,2009,0.3013100436681222,Left-wing,229,72
Party of Democratic Socialism,2002,0.3036773428232503,Left-wing,843,72
The Left,2017,0.3841201716738197,Left-wing,466,72
Social Democratic Party of Germany,2017,0.3286118980169972,Left-wing,353,72
Christian Democratic Union-Christian Social Union,2009,0.3297297297297297,Right-wing,370,72
Free Democratic Party,2017,0.3070422535211267,Right-wing,355,72
The Left,2009,0.4812030075187969,Left-wing,399,72
Alliance‘90-Greens,2002,0.3281653746770026,Left-wing,387,72
Alliance‘90-Greens,2013,0.287215411558669,Left-wing,571,72
Free Democratic Party,2013,0.2539682539682539,Right-wing,252,72
Alliance‘90-Greens,2005,0.3263888888888889,Left-wing,144,72
Social Democratic Party of Germany,2005,0.21996879875195,Left-wing,641,72
Alliance‘90-Greens,2017,0.3105263157894737,Left-wing,380,72
Free Democratic Party,2005,0.2861952861952861,Right-wing,297,72
The Left,2013,0.3066666666666666,Left-wing,225,72
Party of Democratic Socialism,2005,0.28,Left-wing,325,72
Christian Democratic Union-Christian Social Union,2002,0.3307692307692307,Right-wing,130,72
Christian Democratic Union-Christian Social Union,2005,0.2336448598130841,Right-wing,214,72
Christian Democratic Union-Christian Social Union,2013,0.1706161137440758,Right-wing,211,72
Free Democratic Party,2009,0.4719101123595505,Right-wing,89,72
Social Democratic Party of Germany,2013,0.2649572649572649,Left-wing,117,72
Social Democratic Party of Germany,2009,0.75,Left-wing,4,72
Pirates,2013,0.2535641547861507,Other,982,72
Social Democratic Party of Germany,2002,0.1888701517706576,Left-wing,593,73
The Left,2017,0.4312977099236641,Left-wing,524,73
Alternative for Germany,2013,0.3582766439909297,Right-wing,441,73
Alliance‘90-Greens,2005,0.3658536585365853,Left-wing,451,73
Social Democratic Party of Germany,2005,0.3103448275862069,Left-wing,261,73
Christian Democratic Union-Christian Social Union,2002,0.3460207612456747,Right-wing,289,73
Christian Democratic Union-Christian Social Union,2009,0.318955732122588,Right-wing,881,73
Free Democratic Party,2017,0.1985294117647058,Right-wing,408,73
Christian Democratic Union-Christian Social Union,2005,0.3182957393483709,Right-wing,399,73
Christian Democratic Union-Christian Social Union,2017,0.3505434782608695,Right-wing,368,73
Free Democratic Party,2013,0.2894736842105263,Right-wing,190,73
Alternative for Germany,2017,0.2975206611570248,Right-wing,121,73
The Left,2009,0.4473007712082262,Left-wing,389,73
Christian Democratic Union-Christian Social Union,2013,0.2878048780487804,Right-wing,205,73
Free Democratic Party,2009,0.3642857142857142,Right-wing,280,73
Alliance‘90-Greens,2013,0.2248520710059171,Left-wing,169,73
Party of Democratic Socialism,2002,0.2796610169491525,Left-wing,236,73
Alliance‘90-Greens,2009,0.3490566037735849,Left-wing,106,73
Party of Democratic Socialism,2005,0.2809917355371901,Left-wing,242,73
Free Democratic Party,2005,0.2233009708737864,Right-wing,103,73
Social Democratic Party of Germany,2013,0.2636103151862464,Left-wing,349,73
The Left,2013,0.5706666666666667,Left-wing,375,73
Alliance‘90-Greens,2017,0.312781954887218,Left-wing,665,73
Social Democratic Party of Germany,2017,0.2994011976047904,Left-wing,334,73
Alliance‘90-Greens,2002,0.2905405405405405,Left-wing,296,73
Free Democratic Party,2002,0.2262773722627737,Right-wing,137,73
Social Democratic Party of Germany,2009,0.2307692307692307,Left-wing,13,73
Pirates,2013,0.2285336856010568,Other,757,73
Alliance‘90-Greens,2013,0.2519280205655527,Left-wing,389,74
Alliance‘90-Greens,2002,0.3013698630136986,Left-wing,584,74
Christian Democratic Union-Christian Social Union,2017,0.2555555555555555,Right-wing,180,74
Alliance‘90-Greens,2009,0.3420195439739413,Left-wing,307,74
Free Democratic Party,2009,0.1432291666666666,Right-wing,384,74
Christian Democratic Union-Christian Social Union,2005,0.2532188841201717,Right-wing,233,74
Social Democratic Party of Germany,2017,0.2421875,Left-wing,384,74
Alternative for Germany,2017,0.3571428571428571,Right-wing,182,74
Social Democratic Party of Germany,2009,0.3528089887640449,Left-wing,890,74
Alternative for Germany,2013,0.5393258426966292,Right-wing,623,74
Free Democratic Party,2002,0.1684210526315789,Right-wing,95,74
Christian Democratic Union-Christian Social Union,2009,0.2345276872964169,Right-wing,307,74
Social Democratic Party of Germany,2002,0.2635135135135135,Left-wing,296,74
Alliance‘90-Greens,2005,0.3065693430656934,Left-wing,274,74
Social Democratic Party of Germany,2005,0.2586605080831409,Left-wing,433,74
Party of Democratic Socialism,2002,0.2727272727272727,Left-wing,374,74
Free Democratic Party,2013,0.2426035502958579,Right-wing,338,74
Christian Democratic Union-Christian Social Union,2013,0.1601941747572815,Right-wing,412,74
Social Democratic Party of Germany,2013,0.1687242798353909,Left-wing,243,74
The Left,2013,0.2612612612612612,Left-wing,222,74
The Left,2017,0.4458715596330275,Left-wing,545,74
Party of Democratic Socialism,2005,0.1923076923076923,Left-wing,286,74
Christian Democratic Union-Christian Social Union,2002,0.2461538461538461,Right-wing,390,74
Free Democratic Party,2017,0.1615384615384615,Right-wing,130,74
Free Democratic Party,2005,0.3056994818652849,Right-wing,193,74
Alliance‘90-Greens,2017,0.1605839416058394,Left-wing,137,74
The Left,2009,0.4,Left-wing,10,74
Pirates,2013,0.2195467422096317,Other,706,74
Social Democratic Party of Germany,2009,0.289198606271777,Left-wing,287,75
Alliance‘90-Greens,2013,0.2409381663113006,Left-wing,469,75
Alliance‘90-Greens,2017,0.2180974477958236,Left-wing,862,75
The Left,2009,0.4307692307692308,Left-wing,325,75
Free Democratic Party,2009,0.2211350293542074,Right-wing,511,75
Christian Democratic Union-Christian Social Union,2002,0.2022116903633491,Right-wing,633,75
Free Democratic Party,2002,0.3516819571865443,Right-wing,327,75
The Left,2017,0.4765100671140939,Left-wing,447,75
Alternative for Germany,2017,0.5,Right-wing,362,75
Alliance‘90-Greens,2009,0.4333333333333333,Left-wing,300,75
Free Democratic Party,2005,0.2564766839378238,Right-wing,386,75
Free Democratic Party,2017,0.4517766497461929,Right-wing,197,75
Free Democratic Party,2013,0.3805309734513274,Right-wing,226,75
Christian Democratic Union-Christian Social Union,2005,0.2514450867052023,Right-wing,692,75
Alliance‘90-Greens,2005,0.1813953488372093,Left-wing,215,75
Alternative for Germany,2013,0.4152046783625731,Right-wing,171,75
Party of Democratic Socialism,2002,0.2828947368421052,Left-wing,152,75
Social Democratic Party of Germany,2005,0.4561403508771929,Left-wing,399,75
Social Democratic Party of Germany,2017,0.3679245283018867,Left-wing,106,75
Christian Democratic Union-Christian Social Union,2013,0.1893203883495145,Right-wing,412,75
Christian Democratic Union-Christian Social Union,2009,0.2024539877300613,Right-wing,163,75
Social Democratic Party of Germany,2013,0.2261904761904762,Left-wing,84,75
Christian Democratic Union-Christian Social Union,2017,0.25,Right-wing,308,75
Party of Democratic Socialism,2005,0.2836538461538461,Left-wing,208,75
Alliance‘90-Greens,2002,0.4558823529411764,Left-wing,340,75
The Left,2013,0.285140562248996,Left-wing,249,75
Social Democratic Party of Germany,2002,0.375,Left-wing,8,75
Pirates,2013,0.3845070422535211,Other,710,75
The Left,2017,0.3568281938325991,Left-wing,227,76
Christian Democratic Union-Christian Social Union,2009,0.2691218130311614,Right-wing,353,76
Free Democratic Party,2009,0.175438596491228,Right-wing,114,76
The Left,2009,0.3475935828877005,Left-wing,187,76
Social Democratic Party of Germany,2013,0.2204176334106728,Left-wing,431,76
Christian Democratic Union-Christian Social Union,2002,0.2479784366576819,Right-wing,371,76
Alliance‘90-Greens,2002,0.2640949554896142,Left-wing,337,76
Social Democratic Party of Germany,2005,0.2360655737704918,Left-wing,305,76
Alliance‘90-Greens,2009,0.2632743362831858,Left-wing,452,76
Social Democratic Party of Germany,2017,0.2904761904761905,Left-wing,420,76
Alternative for Germany,2017,0.447191011235955,Right-wing,890,76
Alliance‘90-Greens,2005,0.225563909774436,Left-wing,266,76
Party of Democratic Socialism,2005,0.248780487804878,Left-wing,205,76
Social Democratic Party of Germany,2002,0.2638297872340425,Left-wing,235,76
Alliance‘90-Greens,2013,0.2156862745098039,Left-wing,102,76
Free Democratic Party,2002,0.3822525597269625,Right-wing,293,76
Christian Democratic Union-Christian Social Union,2013,0.3535714285714286,Right-wing,560,76
Free Democratic Party,2017,0.2307692307692307,Right-wing,598,76
The Left,2013,0.4683153013910355,Left-wing,647,76
Alternative for Germany,2013,0.3378746594005449,Right-wing,367,76
Christian Democratic Union-Christian Social Union,2017,0.2875,Right-wing,240,76
Party of Democratic Socialism,2002,0.2368421052631578,Left-wing,342,76
Free Democratic Party,2005,0.2835051546391752,Right-wing,388,76
Social Democratic Party of Germany,2009,0.1840490797546012,Left-wing,163,76
Christian Democratic Union-Christian Social Union,2005,0.2544378698224852,Right-wing,169,76
Free Democratic Party,2013,0.3117408906882591,Right-wing,247,76
Alliance‘90-Greens,2017,0.2727272727272727,Left-wing,11,76
Pirates,2013,0.2545454545454545,Other,440,76
Social Democratic Party of Germany,2002,0.4255952380952381,Left-wing,336,77
Free Democratic Party,2013,0.1739130434782608,Right-wing,391,77
Christian Democratic Union-Christian Social Union,2013,0.4205816554809843,Right-wing,447,77
Christian Democratic Union-Christian Social Union,2017,0.1615720524017467,Right-wing,229,77
The Left,2009,0.4526748971193415,Left-wing,243,77
Free Democratic Party,2005,0.1265432098765432,Right-wing,648,77
Alliance‘90-Greens,2013,0.2723112128146453,Left-wing,437,77
Party of Democratic Socialism,2005,0.2775510204081632,Left-wing,245,77
Free Democratic Party,2017,0.2753246753246753,Right-wing,385,77
Alliance‘90-Greens,2017,0.182237600922722,Left-wing,867,77
Free Democratic Party,2009,0.4590163934426229,Right-wing,122,77
Social Democratic Party of Germany,2009,0.1655737704918032,Left-wing,610,77
Alliance‘90-Greens,2002,0.2181500872600349,Left-wing,573,77
The Left,2013,0.4846153846153846,Left-wing,260,77
The Left,2017,0.5459940652818991,Left-wing,337,77
Alternative for Germany,2013,0.4273504273504273,Right-wing,117,77
Alliance‘90-Greens,2009,0.2785145888594164,Left-wing,377,77
Party of Democratic Socialism,2002,0.3103448275862069,Left-wing,174,77
Social Democratic Party of Germany,2013,0.2990353697749196,Left-wing,311,77
Social Democratic Party of Germany,2017,0.2789317507418398,Left-wing,337,77
Christian Democratic Union-Christian Social Union,2009,0.4641350210970464,Right-wing,237,77
Social Democratic Party of Germany,2005,0.4140969162995594,Left-wing,227,77
Christian Democratic Union-Christian Social Union,2005,0.2951388888888889,Right-wing,288,77
Free Democratic Party,2002,0.13,Right-wing,100,77
Alliance‘90-Greens,2005,0.2578125,Left-wing,128,77
Alternative for Germany,2017,0.5259259259259259,Right-wing,405,77
Christian Democratic Union-Christian Social Union,2002,0.2,Right-wing,10,77
Pirates,2013,0.4079320113314447,Other,706,77
The Left,2009,0.6217532467532467,Left-wing,616,78
Social Democratic Party of Germany,2005,0.2294372294372294,Left-wing,231,78
Christian Democratic Union-Christian Social Union,2005,0.4431372549019607,Right-wing,255,78
Alliance‘90-Greens,2002,0.3147632311977716,Left-wing,359,78
Alternative for Germany,2013,0.2803970223325062,Right-wing,403,78
Free Democratic Party,2013,0.208,Right-wing,125,78
Christian Democratic Union-Christian Social Union,2013,0.3133971291866029,Right-wing,418,78
Alliance‘90-Greens,2013,0.3264248704663212,Left-wing,386,78
Party of Democratic Socialism,2005,0.2422145328719723,Left-wing,289,78
Alternative for Germany,2017,0.6122778675282714,Right-wing,619,78
Social Democratic Party of Germany,2013,0.3129032258064516,Left-wing,310,78
Alliance‘90-Greens,2017,0.2748538011695906,Left-wing,342,78
The Left,2013,0.2819383259911894,Left-wing,227,78
The Left,2017,0.5130111524163569,Left-wing,538,78
Alliance‘90-Greens,2009,0.2151898734177215,Left-wing,316,78
Social Democratic Party of Germany,2009,0.5129533678756477,Left-wing,386,78
Christian Democratic Union-Christian Social Union,2002,0.2622950819672131,Right-wing,427,78
Free Democratic Party,2002,0.3669724770642202,Right-wing,327,78
Alliance‘90-Greens,2005,0.3555555555555555,Left-wing,180,78
Social Democratic Party of Germany,2017,0.3745019920318725,Left-wing,251,78
Free Democratic Party,2005,0.2543859649122807,Right-wing,228,78
Christian Democratic Union-Christian Social Union,2017,0.1621621621621621,Right-wing,111,78
Christian Democratic Union-Christian Social Union,2009,0.3333333333333333,Right-wing,6,78
Social Democratic Party of Germany,2002,0.2888888888888888,Left-wing,90,78
Party of Democratic Socialism,2002,0.2521367521367521,Left-wing,234,78
Free Democratic Party,2009,0.2681159420289855,Right-wing,138,78
Free Democratic Party,2017,0.3460490463215259,Right-wing,367,78
Pirates,2013,0.5082474226804123,Other,2910,78
Christian Democratic Union-Christian Social Union,2017,0.1721518987341772,Right-wing,395,79
Party of Democratic Socialism,2002,0.3463687150837989,Left-wing,179,79
The Left,2009,0.3490566037735849,Left-wing,318,79
Alliance‘90-Greens,2009,0.1139896373056994,Left-wing,579,79
Christian Democratic Union-Christian Social Union,2009,0.2278761061946902,Right-wing,904,79
Alliance‘90-Greens,2002,0.2040498442367601,Left-wing,642,79
Free Democratic Party,2009,0.2251908396946564,Right-wing,524,79
The Left,2017,0.5159574468085106,Left-wing,376,79
Free Democratic Party,2005,0.5055679287305123,Right-wing,449,79
Christian Democratic Union-Christian Social Union,2013,0.3900293255131964,Right-wing,341,79
Alliance‘90-Greens,2017,0.3441558441558441,Left-wing,308,79
Alliance‘90-Greens,2013,0.5575221238938053,Left-wing,113,79
Free Democratic Party,2002,0.4436090225563909,Right-wing,133,79
Christian Democratic Union-Christian Social Union,2005,0.3937007874015748,Right-wing,254,79
Social Democratic Party of Germany,2002,0.3368983957219251,Left-wing,374,79
Party of Democratic Socialism,2005,0.1826086956521739,Left-wing,230,79
Social Democratic Party of Germany,2013,0.3100775193798449,Left-wing,129,79
Alliance‘90-Greens,2005,0.3700440528634361,Left-wing,227,79
Free Democratic Party,2017,0.3823529411764705,Right-wing,238,79
Christian Democratic Union-Christian Social Union,2002,0.3310502283105023,Right-wing,438,79
Alternative for Germany,2013,0.4956140350877193,Right-wing,228,79
Social Democratic Party of Germany,2009,0.2022471910112359,Left-wing,356,79
The Left,2013,0.5671140939597316,Left-wing,298,79
Free Democratic Party,2013,0.3543956043956044,Right-wing,364,79
Social Democratic Party of Germany,2005,0.482233502538071,Left-wing,197,79
Alternative for Germany,2017,0.3452380952380952,Right-wing,84,79
Social Democratic Party of Germany,2017,0.3636363636363636,Left-wing,11,79
Pirates,2013,0.3355371900826446,Other,1210,79
Alternative for Germany,2017,0.3022670025188917,Right-wing,397,80
Alternative for Germany,2013,0.5845648604269293,Right-wing,609,80
Christian Democratic Union-Christian Social Union,2009,0.1777108433734939,Right-wing,332,80
Social Democratic Party of Germany,2002,0.260989010989011,Left-wing,364,80
Christian Democratic Union-Christian Social Union,2002,0.3186813186813186,Right-wing,364,80
Free Democratic Party,2017,0.1895734597156398,Right-wing,211,80
Alliance‘90-Greens,2005,0.2521551724137931,Left-wing,464,80
Christian Democratic Union-Christian Social Union,2013,0.2972085385878489,Right-wing,609,80
Free Democratic Party,2009,0.2776203966005666,Right-wing,353,80
Social Democratic Party of Germany,2005,0.2830626450116009,Left-wing,862,80
Alliance‘90-Greens,2017,0.1830357142857142,Left-wing,224,80
Alliance‘90-Greens,2009,0.175771971496437,Left-wing,421,80
Free Democratic Party,2002,0.1865671641791045,Right-wing,402,80
Christian Democratic Union-Christian Social Union,2017,0.2807692307692307,Right-wing,260,80
Free Democratic Party,2005,0.2552447552447552,Right-wing,286,80
Alliance‘90-Greens,2002,0.2797202797202797,Left-wing,286,80
Party of Democratic Socialism,2002,0.541025641025641,Left-wing,390,80
Social Democratic Party of Germany,2009,0.1111111111111111,Left-wing,9,80
Alliance‘90-Greens,2013,0.1415094339622641,Left-wing,212,80
Social Democratic Party of Germany,2017,0.2125984251968504,Left-wing,127,80
The Left,2013,0.5759312320916905,Left-wing,349,80
Christian Democratic Union-Christian Social Union,2005,0.175438596491228,Right-wing,114,80
The Left,2009,0.3953488372093023,Left-wing,559,80
Social Democratic Party of Germany,2013,0.3,Left-wing,130,80
The Left,2017,0.3253588516746411,Left-wing,209,80
Party of Democratic Socialism,2005,0.42,Left-wing,100,80
Free Democratic Party,2013,0.2747252747252747,Right-wing,182,80
Pirates,2013,0.4663143989431968,Other,757,80
Social Democratic Party of Germany,2009,0.3348115299334812,Left-wing,451,81
Christian Democratic Union-Christian Social Union,2017,0.278443113772455,Right-wing,334,81
Alliance‘90-Greens,2002,0.276657060518732,Left-wing,347,81
The Left,2009,0.554140127388535,Left-wing,471,81
Free Democratic Party,2009,0.3708439897698209,Right-wing,391,81
Party of Democratic Socialism,2002,0.3591549295774648,Left-wing,852,81
Alliance‘90-Greens,2013,0.3879598662207358,Left-wing,299,81
Free Democratic Party,2005,0.358974358974359,Right-wing,624,81
Social Democratic Party of Germany,2017,0.299719887955182,Left-wing,357,81
Free Democratic Party,2013,0.3582089552238806,Right-wing,134,81
Christian Democratic Union-Christian Social Union,2009,0.3577817531305903,Right-wing,559,81
Christian Democratic Union-Christian Social Union,2005,0.1608187134502924,Right-wing,342,81
Social Democratic Party of Germany,2002,0.3746630727762803,Left-wing,371,81
Social Democratic Party of Germany,2005,0.2674418604651162,Left-wing,172,81
Alliance‘90-Greens,2005,0.2417302798982188,Left-wing,393,81
The Left,2013,0.3617886178861789,Left-wing,246,81
Free Democratic Party,2002,0.2601880877742947,Right-wing,638,81
Party of Democratic Socialism,2005,0.4310344827586206,Left-wing,116,81
Alliance‘90-Greens,2009,0.3495145631067961,Left-wing,206,81
Alliance‘90-Greens,2017,0.3118279569892473,Left-wing,93,81
Alternative for Germany,2017,0.4959677419354839,Right-wing,248,81
Social Democratic Party of Germany,2013,0.4220183486238532,Left-wing,218,81
Free Democratic Party,2017,0.4949832775919732,Right-wing,299,81
Alternative for Germany,2013,0.5454545454545454,Right-wing,209,81
The Left,2017,0.4672897196261682,Left-wing,321,81
Christian Democratic Union-Christian Social Union,2002,0.408,Right-wing,125,81
Christian Democratic Union-Christian Social Union,2013,0.1428571428571428,Right-wing,7,81
Pirates,2013,0.5058823529411764,Other,765,81
Party of Democratic Socialism,2002,0.2285714285714285,Left-wing,630,82
Social Democratic Party of Germany,2009,0.2260273972602739,Left-wing,438,82
Christian Democratic Union-Christian Social Union,2017,0.2081218274111675,Right-wing,394,82
The Left,2013,0.5116279069767442,Left-wing,86,82
Christian Democratic Union-Christian Social Union,2009,0.2649572649572649,Right-wing,117,82
Free Democratic Party,2013,0.2967741935483871,Right-wing,465,82
The Left,2009,0.3653846153846153,Left-wing,208,82
Party of Democratic Socialism,2005,0.2660550458715596,Left-wing,327,82
Christian Democratic Union-Christian Social Union,2002,0.2300884955752212,Right-wing,339,82
Social Democratic Party of Germany,2013,0.2327586206896551,Left-wing,116,82
Free Democratic Party,2017,0.2133333333333333,Right-wing,300,82
Alternative for Germany,2013,0.403598971722365,Right-wing,389,82
Alliance‘90-Greens,2005,0.2236598890942698,Left-wing,541,82
Free Democratic Party,2009,0.4101694915254237,Right-wing,590,82
Social Democratic Party of Germany,2002,0.1800554016620498,Left-wing,361,82
Alliance‘90-Greens,2017,0.2037037037037037,Left-wing,270,82
Free Democratic Party,2002,0.2201405152224824,Right-wing,427,82
Christian Democratic Union-Christian Social Union,2005,0.2387387387387387,Right-wing,222,82
Alliance‘90-Greens,2009,0.2175732217573222,Left-wing,239,82
Social Democratic Party of Germany,2017,0.4045454545454545,Left-wing,220,82
Alliance‘90-Greens,2002,0.1871508379888268,Left-wing,358,82
Free Democratic Party,2005,0.2162162162162162,Right-wing,370,82
Social Democratic Party of Germany,2005,0.2699386503067484,Left-wing,163,82
Alternative for Germany,2017,0.3315508021390374,Right-wing,187,82
Christian Democratic Union-Christian Social Union,2013,0.2426470588235294,Right-wing,272,82
Alliance‘90-Greens,2013,0.4366197183098591,Left-wing,142,82
The Left,2017,0.375,Left-wing,8,82
Pirates,2013,0.2439862542955326,Other,2910,82
Free Democratic Party,2013,0.2581521739130434,Right-wing,368,83
Free Democratic Party,2009,0.4170616113744075,Right-wing,211,83
Christian Democratic Union-Christian Social Union,2002,0.4047619047619047,Right-wing,630,83
Social Democratic Party of Germany,2002,0.230392156862745,Left-wing,204,83
Christian Democratic Union-Christian Social Union,2017,0.4069264069264069,Right-wing,231,83
Alliance‘90-Greens,2005,0.2637075718015665,Left-wing,383,83
Alliance‘90-Greens,2002,0.4052132701421801,Left-wing,422,83
The Left,2009,0.4704142011834319,Left-wing,338,83
Social Democratic Party of Germany,2017,0.45,Left-wing,80,83
Free Democratic Party,2017,0.2693877551020408,Right-wing,245,83
The Left,2017,0.3829113924050633,Left-wing,316,83
Social Democratic Party of Germany,2013,0.3005464480874317,Left-wing,183,83
Free Democratic Party,2005,0.3906542056074766,Right-wing,535,83
Christian Democratic Union-Christian Social Union,2013,0.2194244604316546,Right-wing,278,83
Christian Democratic Union-Christian Social Union,2005,0.5847255369928401,Right-wing,419,83
Alliance‘90-Greens,2017,0.4013157894736842,Left-wing,152,83
Free Democratic Party,2002,0.2328042328042328,Right-wing,378,83
Alternative for Germany,2013,0.3932203389830508,Right-wing,295,83
Social Democratic Party of Germany,2005,0.3575,Left-wing,400,83
Christian Democratic Union-Christian Social Union,2009,0.2262443438914027,Right-wing,221,83
Alliance‘90-Greens,2013,0.1867881548974943,Left-wing,439,83
Social Democratic Party of Germany,2009,0.2907488986784141,Left-wing,227,83
The Left,2013,0.5769230769230769,Left-wing,598,83
Party of Democratic Socialism,2002,0.3361344537815126,Left-wing,357,83
Alliance‘90-Greens,2009,0.2598425196850393,Left-wing,127,83
Alternative for Germany,2017,0.3615384615384615,Right-wing,130,83
Party of Democratic Socialism,2005,0.4166666666666667,Left-wing,12,83
Pirates,2013,0.3728522336769759,Other,2910,83
Christian Democratic Union-Christian Social Union,2013,0.1675977653631284,Right-wing,895,84
Free Democratic Party,2013,0.1396551724137931,Right-wing,580,84
Alliance‘90-Greens,2005,0.3616666666666667,Left-wing,600,84
Alliance‘90-Greens,2009,0.2539682539682539,Left-wing,126,84
Alliance‘90-Greens,2017,0.1733333333333333,Left-wing,375,84
The Left,2017,0.3925925925925926,Left-wing,270,84
Christian Democratic Union-Christian Social Union,2017,0.1626794258373205,Right-wing,209,84
Christian Democratic Union-Christian Social Union,2005,0.1976744186046511,Right-wing,430,84
Social Democratic Party of Germany,2013,0.1760204081632653,Left-wing,392,84
Alternative for Germany,2017,0.3376623376623376,Right-wing,231,84
Alliance‘90-Greens,2013,0.151595744680851,Left-wing,376,84
Party of Democratic Socialism,2002,0.3291139240506329,Left-wing,79,84
Alliance‘90-Greens,2002,0.3868613138686131,Left-wing,137,84
Free Democratic Party,2009,0.1677419354838709,Right-wing,465,84
The Left,2009,0.4121037463976945,Left-wing,347,84
Free Democratic Party,2002,0.2312703583061889,Right-wing,307,84
Christian Democratic Union-Christian Social Union,2002,0.2180685358255451,Right-wing,321,84
Social Democratic Party of Germany,2017,0.2365591397849462,Left-wing,372,84
Social Democratic Party of Germany,2002,0.1972222222222222,Left-wing,360,84
Free Democratic Party,2017,0.2524271844660194,Right-wing,206,84
Free Democratic Party,2005,0.22,Right-wing,250,84
Christian Democratic Union-Christian Social Union,2009,0.2527075812274368,Right-wing,277,84
Party of Democratic Socialism,2005,0.3348214285714285,Left-wing,224,84
The Left,2013,0.4173027989821883,Left-wing,393,84
Social Democratic Party of Germany,2005,0.2764227642276423,Left-wing,123,84
Social Democratic Party of Germany,2009,0.197452229299363,Left-wing,157,84
Alternative for Germany,2013,0.2222222222222222,Right-wing,9,84
Pirates,2013,0.1965669988925802,Other,1806,84
Alliance‘90-Greens,2009,0.2584269662921348,Left-wing,89,85
Christian Democratic Union-Christian Social Union,2017,0.1885521885521885,Right-wing,891,85
Party of Democratic Socialism,2005,0.194059405940594,Left-wing,505,85
Free Democratic Party,2005,0.1589205397301349,Right-wing,667,85
Christian Democratic Union-Christian Social Union,2002,0.3406040268456375,Right-wing,596,85
Social Democratic Party of Germany,2013,0.2819383259911894,Left-wing,227,85
Party of Democratic Socialism,2002,0.2554216867469879,Left-wing,415,85
Christian Democratic Union-Christian Social Union,2013,0.2700228832951945,Right-wing,437,85
The Left,2013,0.3089700996677741,Left-wing,301,85
Alliance‘90-Greens,2013,0.2319277108433735,Left-wing,332,85
Social Democratic Party of Germany,2002,0.1441441441441441,Left-wing,333,85
Alliance‘90-Greens,2017,0.2438356164383561,Left-wing,365,85
Social Democratic Party of Germany,2005,0.268733850129199,Left-wing,387,85
Christian Democratic Union-Christian Social Union,2005,0.2166666666666666,Right-wing,240,85
Free Democratic Party,2013,0.2789598108747045,Right-wing,423,85
Social Democratic Party of Germany,2017,0.1659751037344398,Left-wing,241,85
Alliance‘90-Greens,2005,0.1699164345403899,Left-wing,359,85
Alliance‘90-Greens,2002,0.3518518518518518,Left-wing,216,85
Alternative for Germany,2013,0.4202127659574468,Right-wing,376,85
Free Democratic Party,2009,0.2538461538461538,Right-wing,130,85
Free Democratic Party,2017,0.2435897435897435,Right-wing,156,85
The Left,2017,0.2788461538461538,Left-wing,208,85
Christian Democratic Union-Christian Social Union,2009,0.1651376146788991,Right-wing,109,85
Social Democratic Party of Germany,2009,0.2407407407407407,Left-wing,162,85
Alternative for Germany,2017,0.3423180592991914,Right-wing,371,85
Free Democratic Party,2002,0.2105263157894736,Right-wing,209,85
The Left,2009,0.4615384615384615,Left-wing,13,85
Pirates,2013,0.2484725050916497,Other,982,85
Christian Democratic Union-Christian Social Union,2013,0.2754098360655738,Right-wing,305,86
Free Democratic Party,2009,0.2735739231664726,Right-wing,859,86
Free Democratic Party,2005,0.3205128205128205,Right-wing,234,86
Alliance‘90-Greens,2005,0.25,Left-wing,408,86
Alliance‘90-Greens,2002,0.2279635258358662,Left-wing,329,86
Free Democratic Party,2013,0.2740585774058577,Right-wing,478,86
Free Democratic Party,2002,0.246353322528363,Right-wing,617,86
Social Democratic Party of Germany,2002,0.2560386473429952,Left-wing,414,86
The Left,2009,0.3787313432835821,Left-wing,536,86
Party of Democratic Socialism,2002,0.3003412969283277,Left-wing,293,86
Alliance‘90-Greens,2013,0.1977186311787072,Left-wing,263,86
Social Democratic Party of Germany,2009,0.2837837837837837,Left-wing,222,86
Alternative for Germany,2013,0.3153153153153153,Right-wing,111,86
Alliance‘90-Greens,2017,0.2715404699738903,Left-wing,383,86
Christian Democratic Union-Christian Social Union,2005,0.320855614973262,Right-wing,374,86
Alternative for Germany,2017,0.448,Right-wing,375,86
The Left,2017,0.5377906976744186,Left-wing,344,86
Christian Democratic Union-Christian Social Union,2017,0.250632911392405,Right-wing,395,86
Social Democratic Party of Germany,2005,0.3888888888888889,Left-wing,18,86
Social Democratic Party of Germany,2017,0.3434343434343434,Left-wing,198,86
Alliance‘90-Greens,2009,0.3243243243243243,Left-wing,222,86
Christian Democratic Union-Christian Social Union,2002,0.2170542635658914,Right-wing,129,86
